2016-03-12 11:16:11	阿良良木凶介	相对谦虚
2016-03-12 11:16:11	nekasrof	你看解说自己也说了柯狂
2016-03-12 11:16:11	[爷]Akanistha	理论上要吃点苦头的
2016-03-12 11:16:17	[爷]真心成亿	柯就不是世界冠军？
2016-03-12 11:16:22	围观者众多我是一个	柯杰心在这表现，在李世石当年算是嘴炮
2016-03-12 11:16:31	冥恋狼l	_(:3」∠)_
2016-03-12 11:16:32	42Kael	这是回放上一局？
2016-03-12 11:16:34	specter6598	我擦 在说弹幕啊
2016-03-12 11:16:36	茶圣陆羽	就现在特务还不能比得上李世石年轻时候
2016-03-12 11:16:44	左转轻拿轻放	到目前为止，没有ai在竞技类游戏赢过人类
2016-03-12 11:16:44	一只胖次戴头上	什么时候开始放歌
2016-03-12 11:16:44	once丶亲故	是有点轻狂 希望别想电子竞技打脸就好
2016-03-12 11:16:45	[爷]真心成亿	柯结年少轻狂。
2016-03-12 11:16:48	once丶亲故	像
2016-03-12 11:16:49	围观者众多我是一个	李当年是当面挑衅，哈哈
2016-03-12 11:16:49	Titanium	什么时候开盘口？
2016-03-12 11:16:57	阿良良木凶介	如果说柯洁这算是嘴炮 那李世石就是核弹
2016-03-12 11:17:05	nekasrof	李没贬低人，也没说他吊打人什么的
2016-03-12 11:17:12	[爷]真心成亿	20岁的年轻人没有止步。
2016-03-12 11:17:13	马巴奥看鬼畜	这不是直播吗？
2016-03-12 11:17:18	阿良良木凶介	记得李世石十几年前狂喷常昊九段
2016-03-12 11:17:21	筱霁REG	竞技类游戏AI老赢，人类还想玩？
2016-03-12 11:17:21	闹腾的缺德玩意	李世石是几段啊？
2016-03-12 11:17:25	[爷]Akanistha	狗这种级别的AI玩电竞那还不跟玩似的
2016-03-12 11:17:25	炮灰连	说没赢的是搞笑吗
2016-03-12 11:17:26	兰幽君	我看到黑棋怎么能赢了
2016-03-12 11:17:29	小旭lemon	感觉脑力竞技上人类是搞不过电脑的
2016-03-12 11:17:30	大可爱龟龟	现在不狂等什么时候狂
2016-03-12 11:17:36	筱霁REG	AI不赢算是一种营销手段而已
2016-03-12 11:17:39	阿良良木凶介	要看什么脑力了
2016-03-12 11:17:46	阿良良木凶介	计算类当然不行
2016-03-12 11:17:49	围观者众多我是一个	李当年是挑衅的很有趣，看你两眼然后扭头走
2016-03-12 11:17:53	麦C狄	真可怕
2016-03-12 11:17:53	马巴奥看鬼畜	这不是直播？？？？？！？
2016-03-12 11:17:55	brightair0	总是柯洁柯洁烦不烦
2016-03-12 11:17:55	契诃夫先生的枪	去弈城了
2016-03-12 11:18:00	[爷]真心成亿	柯还年轻，还能进步。
2016-03-12 11:18:03	逗B星人	的确黑赢，因为李是白-_-||
2016-03-12 11:18:12	贤者的作案工具	职业9段的世界我不懂
2016-03-12 11:18:14	42Kael	AlphaGo玩星际不轻轻松松4线kon
2016-03-12 11:18:15	[爷]真心成亿	才20岁，上升空间大。
2016-03-12 11:18:15	哨兵笔记	真当ai赢不了了人类？太难竞技游戏没人玩
2016-03-12 11:18:15	brightair0	一群人不聊围棋聊这个
2016-03-12 11:18:17	炮灰连	1997年深蓝已经在国象上较人类做人了
2016-03-12 11:18:18	象哥哥	还有十几分钟开始第三场
2016-03-12 11:18:23	土丘丘と哪丘丘	李源鲲声音好萌
2016-03-12 11:18:23	茶圣陆羽	唉，想起古李十番棋
2016-03-12 11:18:25	[爷]Akanistha	柯还年轻，还能失败
2016-03-12 11:18:29	lebron206	进步个p，围棋20岁就是巅峰，傻x
2016-03-12 11:18:39	Alpha围棋	女主播的微博粉丝怎么才1165？
2016-03-12 11:18:42	[爷]真心成亿	屁。
2016-03-12 11:18:42	brightair0	一群人不懂装懂不累吗
2016-03-12 11:18:49	lebron206	还有人以为围棋越老越强？
2016-03-12 11:18:49	阿良良木凶介	说人傻的那个 我举报你了
2016-03-12 11:18:52	左转轻拿轻放	竞技类游戏ai就是不行，不懂别乱说
2016-03-12 11:18:55	茶圣陆羽	但愿古大叔依旧坚挺
2016-03-12 11:18:58	42Kael	AI4线空投人类玩家
2016-03-12 11:19:09	42Kael	怎么打
2016-03-12 11:19:14	契诃夫先生的枪	基本功最重要
2016-03-12 11:19:14	小旭lemon	人总会可能出现失误，但人工不会
2016-03-12 11:19:18	白王赫尔佐格	竞技游戏ai又不用键盘
2016-03-12 11:19:21	Neo'Lane	QQ
2016-03-12 11:19:35	我有花样作死技巧	重播？
2016-03-12 11:19:35	once丶亲故	那就随便虐了 人类玩家了
2016-03-12 11:19:40	Alpha围棋	我给你增加了一个粉丝了
2016-03-12 11:19:44	once丶亲故	都不用键盘操作 那玩毛
2016-03-12 11:19:48	[爷]强攻の里奥纳德·廖	我想知道是人工智能還是偽人工智能
2016-03-12 11:19:54	镜音洛	这啥？
2016-03-12 11:19:55	马巴奥看鬼畜	这是不是直播？
2016-03-12 11:19:55	零星0	什么时候开始啊
2016-03-12 11:20:03	茶圣陆羽	弹幕有棋友吗
2016-03-12 11:20:08	哨兵笔记	强人工智能初期
2016-03-12 11:20:12	吔人少年の神隐	有
2016-03-12 11:20:13	猫猫I不说话I	难道又要输了啊
2016-03-12 11:20:14	吔人少年の神隐	五子棋
2016-03-12 11:20:14	镜音洛	回放？
2016-03-12 11:20:18	机智的朕o	问直播的
2016-03-12 11:20:19	逗B星人	问的就不能看左上的么
2016-03-12 11:20:23	机智的朕o	傻？
2016-03-12 11:20:23	once丶亲故	5紫气
2016-03-12 11:20:26	水墨辰	还有半个多小时
2016-03-12 11:20:29	一只胖次戴头上	什么时候放歌听呢
2016-03-12 11:20:33	围观者众多我是一个	伪棋友=围棋友，五子棋才是王道
2016-03-12 11:20:33	42Kael	弹幕有棋力为0的棋友……
2016-03-12 11:20:33	abcbbbccc	机器人会统治世界吗？
2016-03-12 11:20:37	我有花样作死技巧	喔。十二点？
2016-03-12 11:20:40	阿良良木凶介	诶？还放歌？
2016-03-12 11:20:43	小旭lemon	学过半年，然后再也不下了
2016-03-12 11:20:58	42Kael	幼儿园学了两年……
2016-03-12 11:21:01	Neo'Lane	网络围棋对于职业棋手培训有害无益
2016-03-12 11:21:02	围观者众多我是一个	统治世界，人类早被统治了
2016-03-12 11:21:02	[爷]Akanistha	人类自己还能进化呢
2016-03-12 11:21:05	once丶亲故	看我哥学过，然而我啥也看不懂
2016-03-12 11:21:09	马巴奥看鬼畜	吓得我去下五子棋了
2016-03-12 11:21:09	吔人少年の神隐	睾手下棋  就是看不懂
2016-03-12 11:21:17	围观者众多我是一个	手机、电脑，连看直播都是屏幕显示的
2016-03-12 11:21:17	我有花样作死技巧	我是来看女解说的。
2016-03-12 11:21:22	麦C狄	污
2016-03-12 11:21:24	Alpha围棋	不用学围棋了，大家都去学人工智能
2016-03-12 11:21:24	来过来谈谈	我一段这里有人比我高的嘛=。=
2016-03-12 11:21:28	阿良良木凶介	话说 这两名解说既然不准备翻译麦克雷蒙
2016-03-12 11:21:29	[爷]Akanistha	机器人至少已经统治华尔街了
2016-03-12 11:21:29	围观者众多我是一个	人类已经完全被统治
2016-03-12 11:21:32	兽前兽后	斗兽棋走起
2016-03-12 11:21:36	阿良良木凶介	那还不如消掉现场啊= =
2016-03-12 11:21:39	茶圣陆羽	谁说的，特务整天泡网棋
2016-03-12 11:21:56	小旭lemon	试试看一年内完全不用电子产品
2016-03-12 11:22:02	阿良良木凶介	柯洁确实一直都在下网棋啊
2016-03-12 11:22:05	吔人少年の神隐	阿法狗：……
2016-03-12 11:22:06	42Kael	前面一段的，我同学小学就业余两段了……
2016-03-12 11:22:06	麦C狄	@围棋少年
