2016-03-13 10:37:36	瞎果子不萌	就6了
2016-03-13 10:37:36	CVLOKKTD	真的你们千万不要担心失业
2016-03-13 10:37:36	我吃巧克力会死的	对面是人机？
2016-03-13 10:37:40	あの時間	脸都红了
2016-03-13 10:37:42	绵羊娇妻小黑喵	2333333
2016-03-13 10:37:43	scween	看的出 很紧张
2016-03-13 10:37:43	CVLOKKTD	当你被机器替代失业的时候早就不是需要人力
2016-03-13 10:37:48	长业	人机233
2016-03-13 10:37:50	炸一波厕所丶	机器不可能有思维，就怕会被很多人编程，集
2016-03-13 10:37:58	CVLOKKTD	那会经济结构都不一样了
2016-03-13 10:38:00	正经の魔王君	不，对面是噩梦人机
2016-03-13 10:38:01	丽姬娅jpgq	人机你够
2016-03-13 10:38:03	dmkdmk	对面是人肉臂
2016-03-13 10:38:08	CVLOKKTD	人类只是单纯的管理消耗者
2016-03-13 10:38:08	Rokilender	直接拔插销就完了呗！
2016-03-13 10:38:10	dmkdmk	对面是人肉臂
2016-03-13 10:38:10	逼丽逼里	第四局啥时候开始
2016-03-13 10:38:10	绵羊娇妻小黑喵	阿尔法狗和柯杰棋风真的很接近
2016-03-13 10:38:15	CVLOKKTD	机器人负责生产
2016-03-13 10:38:16	逆天的羊	可以强行格式化
2016-03-13 10:38:20	bear小贤	人机avi.
2016-03-13 10:38:22	joujour	你如和定義思維呢？
2016-03-13 10:38:28	逆天的羊	阿尔法狗
2016-03-13 10:38:32	KillerEyes阿飞	第三局谁赢了
2016-03-13 10:38:37	瞎果子不萌	我站机人
2016-03-13 10:38:39	长业	emp
2016-03-13 10:38:40	想变技术宅	已经开始了？
2016-03-13 10:38:40	BLue·whale	坐等柯洁和它打
2016-03-13 10:38:42	逆天的羊	连输3局
2016-03-13 10:38:48	想变技术宅	0：3
2016-03-13 10:38:48	CVLOKKTD	12点开始
2016-03-13 10:38:48	玩物殇	人机都打不赢，李先生你什么段位啊hhh
2016-03-13 10:38:48	bear小贤	快上课了
2016-03-13 10:38:49	KillerEyes阿飞	哦哦哦
2016-03-13 10:38:50	CVLOKKTD	这是重播
2016-03-13 10:38:56	伊利亚	连跪
2016-03-13 10:38:56	CVLOKKTD	现在是被3：0
2016-03-13 10:38:56	岚晴水暮	9
2016-03-13 10:38:56	不知不觉L	α一直在赢
2016-03-13 10:39:01	joujour	價值網絡本身就很接近人類權衡利弊的想法
2016-03-13 10:39:04	丽姬娅jpgq	好像认输来着
2016-03-13 10:39:09	作业民国已灭亡	李世石加油_(:з」∠)_
2016-03-13 10:39:13	比血液还要鲜红	刚刚进来刚好赶上重播开始
2016-03-13 10:39:18	坑爹型超级大坑	阿尔法狗每秒有2亿步思考来着怎么比
2016-03-13 10:39:23	逼丽逼里	人机蛮难的，微信人机你们去试试
2016-03-13 10:39:23	loveulife	几点开始第四场啊
2016-03-13 10:39:27	TickXXtock	谁是机器人啊啊啊
2016-03-13 10:39:37	TickXXtock	是黑子还是百子
2016-03-13 10:39:37	逆天的羊	12点吧
2016-03-13 10:39:37	CVLOKKTD	百
2016-03-13 10:39:40	伊利亚	我是机器人
2016-03-13 10:39:40	CVLOKKTD	看名字
2016-03-13 10:39:42	玩物殇	白字阿尔法
2016-03-13 10:39:46	贺包子233	白色的
2016-03-13 10:39:48	丽姬娅jpgq	李世石执黑
2016-03-13 10:39:49	十一月窗纱	白子机器
2016-03-13 10:39:51	Ikarosjomol	不公平
2016-03-13 10:39:53	玩物殇	看右上角标注
2016-03-13 10:39:53	bear小贤	白子
2016-03-13 10:39:53	TickXXtock	嗷嗷
2016-03-13 10:40:01	TickXXtock	对哦
2016-03-13 10:40:04	作业民国已灭亡	_(:з」∠)_
2016-03-13 10:40:13	坑爹型超级大坑	第一步阿尔法狗思考了1分38秒乘以2亿
2016-03-13 10:40:19	雪落今夜凉	α狗故意输一局才是真的灾难
2016-03-13 10:40:22	伊利亚	屁
2016-03-13 10:40:24	bear小贤	微机课无压力
2016-03-13 10:40:24	萱茶茶	好乱啊，听不清
2016-03-13 10:40:26	伊利亚	我支持李世乭
2016-03-13 10:40:27	上古天狐	李世石: 有本事你tm断了网
2016-03-13 10:40:30	绵羊娇妻小黑喵	狗狗：愚蠢的人类
2016-03-13 10:40:38	dmkdmk	98*200000000
2016-03-13 10:40:43	炼金师的炼习作	这是重播的还是直播
2016-03-13 10:40:45	CVLOKKTD	这次主要是测试
2016-03-13 10:40:46	既然菲菲	机器
2016-03-13 10:40:47	倾羽千白	这个中文解说是同声翻译吗？
2016-03-13 10:40:47	CVLOKKTD	不能断网
2016-03-13 10:40:53	GLORIA夏至	故意输一局那个阴暗x
2016-03-13 10:40:53	鄭功南	Yooooooo
2016-03-13 10:41:00	CVLOKKTD	如果拿单机版跟李下
2016-03-13 10:41:03	CVLOKKTD	李也不一定下德国
2016-03-13 10:41:05	你的梦里有我	大屏只是带下琪
2016-03-13 10:41:09	玩物殇	咦，白子是人放的耶
2016-03-13 10:41:11	伊利亚	上次思考时间过了 没时间算后面的棋子
2016-03-13 10:41:17	Ikarosjomol	阿法狗怎么下的，没手啊
2016-03-13 10:41:19	CVLOKKTD	阿尔法单机跟网络版下棋胜率shi3：7
2016-03-13 10:41:19	帐篷小子	谁说不能断网，狗的算法是可断网的
2016-03-13 10:41:25	loveulife	是同声翻译吗？
2016-03-13 10:41:29	倾羽千白	中文是大屏的同声翻译吗？
2016-03-13 10:41:31	CVLOKKTD	现在的李都没有这样的胜率
2016-03-13 10:41:33	八幡大老师33	输了就顺着网线过去揍他
2016-03-13 10:41:36	荒刻青澄	这卧槽的开局
2016-03-13 10:41:37	雪落今夜凉	阿尔法狗：这人不按套路来啊卧槽
2016-03-13 10:41:37	近妖er	不是同声
2016-03-13 10:41:37	Dr秋水仙素	no
2016-03-13 10:41:39	逆天的羊	不是
2016-03-13 10:41:45	荒刻青澄	果然是机器啊
2016-03-13 10:41:53	瞎果子不萌	让人代下啊
2016-03-13 10:42:01	Diamond卍小米	那个中国的人来会赢吗。。。
2016-03-13 10:42:09	玩物殇	李世石直接拔电源就ko了
2016-03-13 10:42:12	某大污师	呵呵哒
2016-03-13 10:42:16	Evil杰伯伯	97少年
2016-03-13 10:42:16	既然菲菲	机器的容量大
2016-03-13 10:42:19	bear小贤	别那样说
2016-03-13 10:42:22	近妖er	这是第三局重播吧？？？
2016-03-13 10:42:22	dmkdmk	这是解说，不是比赛现场
2016-03-13 10:42:22	坑爹型超级大坑	阿尔法狗每一步计算量都比李世石整句都多
2016-03-13 10:42:23	loveulife	估计我去也只能和李世石一样的结果
2016-03-13 10:42:25	Ikarosjomol	怎么没停电
2016-03-13 10:42:28	伊利亚	谷歌高级程序测试员李世乭
2016-03-13 10:42:30	CVLOKKTD	柯洁已经自己怂了。昨天说了
2016-03-13 10:42:31	帅气的鱼酱	拔电源的一够了
2016-03-13 10:42:37	瞎果子不萌	柯洁置顶微博好评
2016-03-13 10:42:42	CVLOKKTD	需要三个人才同意和阿尔法下
2016-03-13 10:42:42	帅气的鱼酱	把电源的你够了
2016-03-13 10:42:44	既然菲菲	停电就是神作了
2016-03-13 10:42:46	丽姬娅jpgq	买瓶可乐到主机简单快捷
2016-03-13 10:42:47	长业	柯杰年龄小
2016-03-13 10:43:14	Ikarosjomol	李世石什么来历
2016-03-13 10:43:24	坑爹型超级大坑	笑话你家旗手有每秒2亿步思考
2016-03-13 10:43:28	你的梦里有我	左上
2016-03-13 10:43:32	帅气的鱼酱	阿尔狗有几亿个备用方案
2016-03-13 10:43:33	dmkdmk	李世石世界第二
2016-03-13 10:43:33	bilibili小盒子	解说是谁
2016-03-13 10:43:35	bear小贤	九品
2016-03-13 10:43:40	CVLOKKTD	李世石围棋顶尖之一，世界比赛获奖最多的人
2016-03-13 10:43:45	Diamond卍小米	敢问世界第一
2016-03-13 10:43:46	坑爹型超级大坑	知道重播
2016-03-13 10:43:47	艹字头君	根本看不懂
2016-03-13 10:43:47	玩物殇	所以避免人工智能危机的方法就是掌控发电站
2016-03-13 10:43:47	Evil杰伯伯	世界第一是谁
2016-03-13 10:43:47	SkywalkerJi	李世石有14个世界冠军
2016-03-13 10:43:56	既然菲菲	我想到了林海
2016-03-13 10:43:59	[爷]加伦龙	所以说后来男解说换成技术员了么？
2016-03-13 10:43:59	雪落今夜凉	如果把人体维持稳定，做出动作那些思考都省
2016-03-13 10:44:01	dmkdmk	世界第一柯洁
2016-03-13 10:44:06	泠子w	被暂时的世界第一3:2干掉过'
2016-03-13 10:44:07	CVLOKKTD	柯洁跟李世石8比2
2016-03-13 10:44:09	八幡大老师33	他们到底是站着还是坐着的
2016-03-13 10:44:11	瞎果子不萌	还会有太阳能发电的
2016-03-13 10:44:12	妹様Roo丶	宇智波五子棋
2016-03-13 10:44:20	阳光洒在路上不怕心碎	都别说了 我林新城看看
2016-03-13 10:44:22	既然菲菲	林海
2016-03-13 10:44:26	bilibili小盒子	柯洁能赢一局就行了
2016-03-13 10:44:28	死后小甄姬	谷歌不是会被墙么，当然连不上服务器
2016-03-13 10:44:30	dmkdmk	柯洁是世界第一
2016-03-13 10:44:33	帐篷小子	李世石忧郁的眼神
2016-03-13 10:44:35	妹様Roo丶	宇智波五子棋从不输给电脑
2016-03-13 10:44:40	妹様Roo丶	这是五子棋吗？
2016-03-13 10:44:48	七喜iKuzo	看不懂
2016-03-13 10:44:49	Diamond卍小米	围棋吧。
2016-03-13 10:44:49	徒步鼠	围棋
2016-03-13 10:44:50	CVLOKKTD	柯洁现在就是担心自己练一局也赢不了
2016-03-13 10:44:53	制杖与贩剑233	阿尔法狗
2016-03-13 10:44:56	CVLOKKTD	阿尔法的实力深不见底
2016-03-13 10:45:00	纯洁的云牙	_(:з」∠)_
2016-03-13 10:45:05	Ikarosjomol	李世石一定想拔电源😂
2016-03-13 10:45:07	sherloclee	你认为国内连不上谷歌会是问题吗
2016-03-13 10:45:16	nuance	走日子?
2016-03-13 10:45:18	七喜iKuzo	国内有百度啊
2016-03-13 10:45:18	徒步鼠	阿尔法狗可以无限和自己对弈，不断进化
2016-03-13 10:45:19	6枚硬币而已	sigoyi
2016-03-13 10:45:24	奔四的扣肉	棋路太宽 完全不懂
2016-03-13 10:45:31	制杖与贩剑233	谷歌被墙了，需要翻墙访问
2016-03-13 10:45:31	qq957718673	😂
2016-03-13 10:45:36	倾国灰太狼	李世石是什么颜色的棋子
2016-03-13 10:45:39	妹様Roo丶	围棋和五子棋有啥区别？
2016-03-13 10:45:40	徒步鼠	每分每秒都在不断进化
2016-03-13 10:45:40	angle12138	666
2016-03-13 10:45:42	奔四的扣肉	什么双飞燕这种 阿法狗没套路啊。。
2016-03-13 10:45:44	带污枯水的都出来忏悔	hei
2016-03-13 10:45:44	一晩に七回良	双飞燕？
2016-03-13 10:45:47	bear小贤	黑
2016-03-13 10:45:50	Ikarosjomol	黑
2016-03-13 10:45:51	黑泯白灭	他们在说什么。。。我听不懂
2016-03-13 10:45:51	七喜iKuzo	燕回闪!白鲸!
2016-03-13 10:45:51	sherloclee	翻墙对于谷歌是问题吗
2016-03-13 10:45:54	帅气的鱼酱	李世石内心是崩溃的，想拔电源
2016-03-13 10:45:55	nuance	双飞？
2016-03-13 10:45:56	三无孝子	是不是说，和李世石打了会更强
2016-03-13 10:45:56	我吃了昵称	╮(╯▽╰)╭那个，有人知道柯洁么233
2016-03-13 10:45:56	徒步鼠	李世石执黑棋
2016-03-13 10:45:59	妹様Roo丶	为啥是外国佬解说？
2016-03-13 10:45:59	荒刻青澄	狗没套路
2016-03-13 10:46:02	玩物殇	白狗黑李
2016-03-13 10:46:06	帅气的鱼酱	没有字幕，听不懂
2016-03-13 10:46:06	CVLOKKTD	是的
2016-03-13 10:46:06	bilibili小盒子	白棋
2016-03-13 10:46:09	坑爹型超级大坑	阿尔法狗第一步就思考了196亿步
2016-03-13 10:46:12	荒刻青澄	狗用最有效的下法
2016-03-13 10:46:14	钟大的睫毛君	😐
2016-03-13 10:46:16	雪落今夜凉	阿尔法狗应该是人工录入棋谱的吧
2016-03-13 10:46:16	Ikarosjomol	字幕组勒
2016-03-13 10:46:16	CVLOKKTD	不过现在谷歌工程师看不起这个下的经验
